img_name,mos
10290759976.jpg,77.9256756757
1029470257.jpg,43.0961538462
10295875445.jpg,62.5630252101
10296038236.jpg,40.6438053097
10299438733.jpg,55.2683486239
102995966.jpg,16.4600840336
10316734944.jpg,67.3055555556
10319186405.jpg,55.5540540541
10319713194.jpg,7.99152542373
10325321.jpg,76.8717948718
10327985614.jpg,75.1026785714
10329149264.jpg,71.9797297297
10329235193.jpg,84.1292372881
10330831494.jpg,48.5321100917
10335072144.jpg,62.1610576923
10336689775.jpg,65.1811023622
103400056.jpg,77.8625
10342569703.jpg,38.6081081081
10344523015.jpg,52.5263157895
10344921126.jpg,4.46638655462
10346758803.jpg,63.5336134454
10346796664.jpg,70.6504424779
10349956885.jpg,69.75
10350497833.jpg,58.2605932203
10351189716.jpg,61.01875
10353620913.jpg,56.7071428571
10358252894.jpg,64.4615384615
10362672006.jpg,75.8189655172
10366373284.jpg,75.4545454545
1036840624.jpg,28.3382352941
10371125786.jpg,38.2451456311
10371211803.jpg,66.38125
10372323314.jpg,65.3361344538
10373546175.jpg,61.9538834951
10375167904.jpg,62.4080188679
10382843045.jpg,48.6347826087
10387390396.jpg,74.3417431193
10387844376.jpg,65.6134453782
10388184626.jpg,78.5802752294
10395523125.jpg,60.5069444444
10397166423.jpg,73.935840708
10397631976.jpg,73.724789916
10399580503.jpg,76.6371681416
10403509543.jpg,68.0117924528
10407720764.jpg,38.6261682243
10408374535.jpg,48.9217391304
10408474376.jpg,81.4894957983
10409059825.jpg,73.1513157895
10410038143.jpg,78.1659482759
10412894895.jpg,57.4121621622
10414716033.jpg,71.0878378378
10415628976.jpg,20.0868644068
10415631353.jpg,43.0819327731
104219737.jpg,50.2954545455
10422425365.jpg,72.5723684211
10422776735.jpg,69.772
10423472445.jpg,72.5705128205
10429780626.jpg,72.0285714286
10430002553.jpg,77.5206422018
10430335945.jpg,39.974137931
10440370734.jpg,39.2436440678
10442628686.jpg,41.5810810811
10446770756.jpg,73.0288461538
10446810546.jpg,74.734375
10451177016.jpg,70.9357798165
10453950204.jpg,58.975
10458591.jpg,51.4871794872
10458703674.jpg,38.1615044248
10459022813.jpg,79.9642857143
10463545414.jpg,55.0444915254
10463583515.jpg,76.6973684211
10464940425.jpg,71.3851351351
10465121613.jpg,61.5723684211
10465293055.jpg,76.5366972477
10466350116.jpg,77.2243589744
10466453556.jpg,28.8004201681
10468110795.jpg,61.4754464286
10468540574.jpg,67.075
10469774844.jpg,59.6034482759
10471406506.jpg,28.2884615385
10474002734.jpg,80.7745535714
10475435053.jpg,57.8487394958
10475658035.jpg,83.225
10481974434.jpg,42.4615384615
10486107003.jpg,67.9930555556
10490369963.jpg,39.0540540541
10491358066.jpg,64.45
10491423125.jpg,72.5
10492897986.jpg,44.6283783784
10505275743.jpg,75.25
10506082433.jpg,41.9444444444
10512432565.jpg,68.1785714286
10513907744.jpg,59.4311926606
10516786036.jpg,73.94375
10517436165.jpg,42.4652173913
10520192995.jpg,55.1630434783
10525460645.jpg,71.9652777778
10526881085.jpg,44.4598214286
10530470795.jpg,38.7567567568
10532663625.jpg,70.2565789474
10534454676.jpg,71.0891304348
10535849673.jpg,47.9556074766
10536668436.jpg,36.5432330827
10538085833.jpg,52.6710526316
10539008983.jpg,71.0154867257
10539142034.jpg,78.1809210526
10539341593.jpg,75.025
10544775715.jpg,48.0642857143
10544833625.jpg,50.5756880734
10544945153.jpg,50.8235294118
10554234623.jpg,51.6092436975
10556629035.jpg,73.2821100917
10558118243.jpg,75.8
105620456.jpg,55.8625
10567114974.jpg,64.847826087
10567188645.jpg,64.1575630252
10568567754.jpg,75.1782608696
10569725133.jpg,74.3008849558
1057328504.jpg,31.4955357143
10574233584.jpg,51.7110091743
10575593285.jpg,59.2126168224
10576676414.jpg,66.4107142857
10579282866.jpg,63.3181818182
1057997640.jpg,52.775862069
10581525775.jpg,63.3766891892
10582113466.jpg,58.1607142857
10583786994.jpg,60.1880733945
10586872235.jpg,41.6388888889
10589450596.jpg,64.5773809524
10597114264.jpg,72.8928571429
10602786066.jpg,27.7605042017
10603218265.jpg,71.8616071429
10604417276.jpg,77.369266055
10605846204.jpg,70.4620535714
10609356094.jpg,67.0
10614052044.jpg,74.6207627119
10615424764.jpg,74.1903669725
10617981003.jpg,40.3175675676
10619909515.jpg,60.7775423729
10620203775.jpg,20.8611111111
10620356404.jpg,56.4543478261
1062133952.jpg,60.9872881356
10625988224.jpg,66.8443396226
10628337356.jpg,75.4042056075
10628497685.jpg,54.947826087
10628645805.jpg,83.5808823529
10631219374.jpg,71.7142857143
10631630073.jpg,21.411637931
1063351510.jpg,47.1153846154
10633933603.jpg,58.8898305085
10635160054.jpg,69.7049180328
1063722220.jpg,56.0233050847
10642085843.jpg,74.8375
10644234544.jpg,54.7289915966
106456452.jpg,25.2727272727
10660362264.jpg,77.8932038835
10660571735.jpg,47.702173913
10660620125.jpg,73.7898230088
106652866.jpg,49.0441176471
10665464526.jpg,76.9138655462
10676427864.jpg,75.8726415094
1067765170.jpg,51.175
10678199353.jpg,70.3611111111
10678350303.jpg,66.786637931
10679134563.jpg,33.2791262136
10680153225.jpg,45.4065217391
10680502673.jpg,78.75625
10680715605.jpg,37.3
10680932454.jpg,51.39375
10683218616.jpg,69.4391304348
10686332213.jpg,57.4216101695
10689376076.jpg,59.2394067797
10689538413.jpg,73.66875
10689722684.jpg,76.14375
10690294454.jpg,72.5
10692654005.jpg,68.2
10692667386.jpg,71.9033018868
10692857705.jpg,68.9678899083
10693826785.jpg,53.2757009346
10694350076.jpg,73.1285714286
10698962263.jpg,39.110619469
10705911926.jpg,70.7844036697
10706770686.jpg,76.8519417476
10713772814.jpg,62.3301886792
10714662986.jpg,80.6551724138
10715577856.jpg,45.213592233
10721124556.jpg,58.4579646018
10723077086.jpg,71.8529411765
10724461514.jpg,72.6631355932
10724889206.jpg,63.5183486239
10728525673.jpg,68.3026315789
10730634575.jpg,58.75
10732971054.jpg,51.1
10733259996.jpg,62.3197115385
10737029565.jpg,63.0172413793
10740242265.jpg,69.119266055
10740725955.jpg,77.1482300885
10740727595.jpg,72.9125
10745415703.jpg,69.1388888889
10745932825.jpg,64.8846153846
10747724694.jpg,58.4386792453
107505789.jpg,54.35
10751799554.jpg,71.995412844
1075190309.jpg,38.2697368421
10762659033.jpg,42.25
10765812585.jpg,46.6448598131
10767441335.jpg,74.2094594595
10770026303.jpg,72.0825892857
10770700455.jpg,60.74375
10773126784.jpg,78.475
10775358296.jpg,37.7754237288
10776111906.jpg,73.975
107799222.jpg,73.2727272727
10783395635.jpg,71.9915966387
10784159775.jpg,74.8849557522
10786271105.jpg,67.7756410256
10787038944.jpg,60.4978813559
10787258285.jpg,71.8940677966
10790803694.jpg,73.8564189189
10791502435.jpg,70.8130252101
10792125886.jpg,71.2224409449
10798439785.jpg,60.025
10799367156.jpg,73.6
10799853136.jpg,69.6985981308
10805317444.jpg,51.9380733945
10806677866.jpg,60.9054054054
10813730303.jpg,40.0817307692
10814874265.jpg,78.2075471698
10819001424.jpg,20.7702702703
10819132874.jpg,75.7798165138
10819329365.jpg,59.9911504425
10827568885.jpg,77.4872881356
10828147985.jpg,54.1184210526
10828395135.jpg,74.0714285714
10829329963.jpg,78.796728972
10836905604.jpg,75.9932432432
10843403305.jpg,69.9299065421
10847909336.jpg,24.1142241379
10849117054.jpg,56.8684210526
10849700404.jpg,73.0065789474
1084984228.jpg,34.8319327731
1085590803.jpg,24.0558035714
10856434794.jpg,44.0375
10856757.jpg,32.2954545455
10858952303.jpg,45.5647321429
10861031374.jpg,64.675
10862487886.jpg,65.3037383178
10864812016.jpg,56.8847826087
10865798996.jpg,76.4722222222
10866463396.jpg,69.1029411765
10866561184.jpg,77.3304347826
10868390853.jpg,75.3149606299
10872249945.jpg,77.0434782609
10875461386.jpg,55.3888888889
10880314705.jpg,77.4210526316
10882856833.jpg,62.0065789474
10883456586.jpg,28.8793103448
1089100444.jpg,64.6228813559
10893404795.jpg,36.876146789
10895044423.jpg,32.474789916
10897840884.jpg,74.8305084746
10898287705.jpg,44.2212389381
10898689245.jpg,64.1794871795
10899733355.jpg,73.9904580153
10900020096.jpg,69.3783783784
10905088155.jpg,63.7139830508
10905114716.jpg,50.0695652174
10906887886.jpg,43.1061320755
1090979049.jpg,57.5304347826
10910262455.jpg,42.1763392857
10911046243.jpg,76.2339449541
10911095273.jpg,71.3805309735
10912602716.jpg,74.9510869565
10915557435.jpg,39.1836283186
10917741563.jpg,75.9439252336
10921653346.jpg,79.6176470588
10921880365.jpg,68.5065217391
10923819485.jpg,40.8275862069
10925112255.jpg,22.7924528302
10927420963.jpg,64.9551282051
10931213005.jpg,47.0625
10932590295.jpg,38.4144736842
10933722123.jpg,53.6890756303
10936496124.jpg,59.1150442478
10937404313.jpg,56.61875
10947519133.jpg,74.609223301
10948257133.jpg,42.0928571429
10953973716.jpg,72.6486486486
10961758274.jpg,75.1806722689
10967023396.jpg,55.4797297297
10968711744.jpg,78.3793103448
10980930876.jpg,69.3571428571
10981006796.jpg,17.7402912621
109825878.jpg,37.23125
10983119996.jpg,57.5389908257
10990397626.jpg,35.71875
10990887046.jpg,58.0765306122
11004139923.jpg,68.2411504425
11005410885.jpg,55.4915966387
11006895124.jpg,66.2567567568
1100873520.jpg,51.5221238938
11009340314.jpg,63.0277777778
11010062705.jpg,67.6689189189
11013892854.jpg,27.4978813559
11016309165.jpg,62.6891891892
11016485883.jpg,68.1785714286
11018079835.jpg,76.6602564103
1101948952.jpg,75.1743119266
11021514993.jpg,67.7432432432
11021929275.jpg,72.175
11023346856.jpg,62.1513157895
11031973684.jpg,71.4745762712
11033459414.jpg,63.5565217391
110356262.jpg,35.925
11035760784.jpg,66.1160714286
1103755154.jpg,73.0641025641
11051034136.jpg,65.531779661
11051374673.jpg,62.6148648649
11051749575.jpg,62.125
11054039594.jpg,42.7352941176
11054638863.jpg,61.0070754717
11054899145.jpg,74.0512820513
11054955216.jpg,36.75
11058112996.jpg,33.5540540541
11060185873.jpg,63.0148305085
11061633946.jpg,35.7837837838
11062902804.jpg,69.9117647059
11063650646.jpg,61.0456521739
11068654734.jpg,68.0694444444
11071132393.jpg,72.0089285714
11078122366.jpg,69.972972973
11079282234.jpg,76.3617021277
11081975613.jpg,68.0023364486
11087687983.jpg,76.0889830508
11089447095.jpg,66.1824324324
11095381506.jpg,76.75
11097661494.jpg,72.7171052632
11098121724.jpg,72.641025641
11109548195.jpg,61.5231092437
11111585533.jpg,83.8495762712
11118140253.jpg,72.8235294118
11124139926.jpg,47.2146017699
11126091314.jpg,42.5472972973
11126232436.jpg,52.2094594595
11126652126.jpg,56.6485849057
11139368236.jpg,70.5256410256
11139580153.jpg,45.325
11141708043.jpg,66.9228971963
11143825565.jpg,62.3550420168
11148529964.jpg,58.2
11149566996.jpg,47.3974358974
11150131936.jpg,63.9158878505
11153943035.jpg,60.2777777778
11155257336.jpg,58.2873831776
11156365526.jpg,47.5882352941
11158314215.jpg,46.3349514563
11159983896.jpg,71.0878378378
11163249414.jpg,67.9611650485
11165746213.jpg,64.3482142857
11169904264.jpg,68.546875
11170758174.jpg,60.2831858407
11170786154.jpg,67.6932773109
11172371243.jpg,75.8785714286
11175382195.jpg,49.4423076923
11175538013.jpg,73.6438053097
11183022383.jpg,43.0675675676
11201160185.jpg,62.3197115385
11208321473.jpg,72.8470873786
11209059333.jpg,60.125
11209188974.jpg,66.9269911504
11209221046.jpg,58.75
11209649786.jpg,69.475
11215941184.jpg,73.4077669903
11216436636.jpg,74.0921052632
11218793016.jpg,60.9173728814
11219420725.jpg,72.8928571429
11221904805.jpg,78.1297169811
11226958966.jpg,72.9543478261
11229777185.jpg,66.0747663551
11232665444.jpg,32.2668067227
11239106136.jpg,56.4172413793
11241096796.jpg,69.95625
11242015725.jpg,63.7152777778
11245083256.jpg,61.775
11245781693.jpg,67.515625
11250215644.jpg,69.6776315789
11251138933.jpg,69.2239130435
11252383376.jpg,70.1032110092
11252644224.jpg,64.5872641509
11253432804.jpg,61.2027027027
11256485296.jpg,61.9044117647
11256776836.jpg,69.578125
11260247205.jpg,74.7389380531
11260270773.jpg,72.3513513514
11260385706.jpg,72.7115384615
11262156493.jpg,79.9271653543
11264048414.jpg,20.8717391304
11268202995.jpg,41.734375
11269474243.jpg,74.0608108108
11269626135.jpg,80.3040540541
11270256213.jpg,66.3370535714
11270280904.jpg,31.7702702703
11273127766.jpg,79.5575221239
11273190884.jpg,74.8232758621
11275584366.jpg,47.4336283186
11287273183.jpg,76.6973684211
11288559554.jpg,62.4509345794
11291450085.jpg,56.7394957983
11292980633.jpg,71.125
11293176185.jpg,61.3
11293946974.jpg,75.9800884956
11294894953.jpg,58.6101694915
11295475784.jpg,49.4144736842
11297504114.jpg,54.8899082569
11297570034.jpg,56.5260869565
11301386435.jpg,76.1512605042
11302087114.jpg,65.5441176471
1130601148.jpg,72.3804347826
11307198154.jpg,80.8
11310848503.jpg,70.1461864407
11316105544.jpg,77.8625
11320098306.jpg,51.2236842105
11321228905.jpg,77.0337837838
11324704676.jpg,50.9230769231
11325081573.jpg,50.0285714286
11327123904.jpg,74.871559633
11333447674.jpg,76.9978813559
11333611705.jpg,63.3495575221
11333782783.jpg,70.3584070796
11335231214.jpg,68.9603960396
11338371864.jpg,68.8245192308
11339056674.jpg,67.1633663366
11341117543.jpg,61.6850961538
11346267905.jpg,72.8701923077
11347140483.jpg,53.6890756303
11353895754.jpg,72.974137931
11356760053.jpg,73.3577981651
113663782.jpg,67.55
11369797883.jpg,74.0277777778
113701797.jpg,48.09375
11370407443.jpg,47.3434782609
11372421485.jpg,65.685840708
11378848184.jpg,64.1334745763
11381486584.jpg,51.94375
11382799454.jpg,72.0711009174
11389102005.jpg,60.2920560748
11389330254.jpg,64.0535714286
11393787465.jpg,21.5849514563
11396447303.jpg,48.0107758621
11399456186.jpg,63.2765486726
11404463006.jpg,54.1504424779
11406584295.jpg,55.3310810811
11407368256.jpg,72.2884615385
11407704456.jpg,72.1836283186
11407835876.jpg,61.1071428571
11407862453.jpg,70.6504424779
11408091114.jpg,68.2411504425
11408307524.jpg,66.4260869565
11408357925.jpg,58.1906779661
11408443745.jpg,63.475
11410644126.jpg,63.6282608696
11410690075.jpg,71.358490566
11414474354.jpg,18.5514705882
11414784395.jpg,70.9387096774
11416241303.jpg,68.3512931034
11419816946.jpg,76.14375
11424871693.jpg,37.8130252101
11426976205.jpg,35.188559322
11432746805.jpg,65.55625
11433127464.jpg,54.109375
11433593823.jpg,62.9486607143
11436378704.jpg,79.3397435897
11436390143.jpg,72.4481132075
11436508006.jpg,65.14375
11437542656.jpg,57.6041666667
11438612393.jpg,31.9953271028
11439591215.jpg,31.1736111111
11446005074.jpg,77.468487395
11452299875.jpg,74.4608695652
11453100924.jpg,79.0254237288
11456199025.jpg,34.5448113208
11459826225.jpg,62.875
11460414725.jpg,71.95
11461273913.jpg,70.7754237288
11474376103.jpg,53.25
11476172786.jpg,72.625
11477250346.jpg,77.0022123894
11484412296.jpg,63.2641509434
11490304024.jpg,54.6973684211
11495616074.jpg,37.8303571429
11498400544.jpg,50.6695205479
11499073263.jpg,30.21875
11501016504.jpg,55.4073275862
11501322724.jpg,73.39375
11503076944.jpg,79.046460177
11504259765.jpg,43.5022321429
11504601393.jpg,52.3177966102
11506037556.jpg,54.2555970149
11509515706.jpg,35.7522123894
11511265293.jpg,24.2767857143
11514342335.jpg,71.9646017699
11515148456.jpg,64.4316037736
11518631385.jpg,32.2668067227
11519797605.jpg,72.9125
11520125355.jpg,65.7477678571
11521791886.jpg,51.3839285714
11522920033.jpg,57.3275862069
11522984926.jpg,44.3826530612
11523093675.jpg,73.097826087
1152554814.jpg,39.0147058824
11527524903.jpg,33.6972477064
115290990.jpg,42.9432773109
11529156723.jpg,69.6517857143
11533404563.jpg,65.4668141593
11535275706.jpg,74.95
11541375264.jpg,50.3513513514
11546100824.jpg,70.7087155963
11548683805.jpg,42.391025641
1154962046.jpg,15.8361344538
11551017545.jpg,64.027027027
11554709013.jpg,68.773364486
11555549865.jpg,60.9402654867
11559530473.jpg,57.925
1159028861.jpg,72.9125
11706252.jpg,32.2521186441
117172917.jpg,62.9789915966
1172858625.jpg,69.3157894737
1194894463.jpg,67.4900990099
1195689121.jpg,32.1347826087
1202598832.jpg,63.0677570093
120328351.jpg,39.225
120459577.jpg,51.4012605042
120983206.jpg,63.0125
121123359.jpg,88.24375
122346209.jpg,34.20625
122553631.jpg,37.85
122760647.jpg,50.9125
123242995.jpg,60.968487395
1240561841.jpg,74.5508474576
1241002913.jpg,54.0902777778
1249337589.jpg,72.3086956522
1252945239.jpg,15.6584821429
125829275.jpg,34.1386554622
1266777709.jpg,64.1442307692
127977276.jpg,80.1029411765
128079586.jpg,57.6407563025
128293583.jpg,72.4075630252
1286765019.jpg,71.5517241379
128715765.jpg,56.9772727273
128781220.jpg,59.7205882353
1288155068.jpg,61.19921875
1289162225.jpg,62.1470588235
129023751.jpg,77.6764705882
1292518332.jpg,65.7086956522
12949713.jpg,84.9102564103
1295925783.jpg,30.8040540541
1296759644.jpg,32.1320754717
1296775174.jpg,37.4245283019
1297819816.jpg,74.2794117647
1302738127.jpg,75.8141025641
1306121832.jpg,30.1305309735
1306193020.jpg,33.5732758621
1312413141.jpg,19.4151785714
1313706108.jpg,34.4159663866
1314838096.jpg,64.1756756757
1315889745.jpg,27.7567567568
1316239068.jpg,61.6165254237
1317678723.jpg,38.9197247706
132921013.jpg,72.5909090909
1329449674.jpg,44.6592920354
1329713028.jpg,52.7632743363
1331642031.jpg,54.2905405405
1332211559.jpg,22.610619469
13325497.jpg,60.2307692308
133829142.jpg,23.4125
134343714.jpg,40.031512605
1348094685.jpg,72.3834745763
1348788122.jpg,49.6
1351464251.jpg,68.8504672897
1351917139.jpg,61.025862069
1352428885.jpg,51.5794392523
135352055.jpg,15.8361344538
135403304.jpg,25.0567226891
1357295757.jpg,70.8181818182
1360063696.jpg,70.4816513761
1360663704.jpg,77.2243589744
1362231035.jpg,72.6766055046
136287514.jpg,22.79375
1367218588.jpg,29.3156779661
1368120580.jpg,78.6059322034
136948336.jpg,78.9625
1375320148.jpg,55.15
137731604.jpg,21.5903361345
137841242.jpg,70.7125
138750201.jpg,56.34375
1387568510.jpg,27.8310810811
1392405539.jpg,60.7524271845
139253033.jpg,30.90625
1396109073.jpg,63.4343220339
139611767.jpg,17.6386554622
1396758393.jpg,54.25
139999071.jpg,25.68125
1402675396.jpg,29.9102564103
1404458044.jpg,42.0957943925
1408118135.jpg,44.5132743363
1408827056.jpg,30.6852678571
14092652.jpg,69.0275423729
1410303503.jpg,68.9888392857
141087919.jpg,79.5483193277
1413089132.jpg,40.5405405405
141683460.jpg,68.5945378151
1418012844.jpg,21.411637931
142117255.jpg,67.9625
142607218.jpg,55.8625
1427484100.jpg,71.65
1428835063.jpg,52.775862069
1429120335.jpg,59.5675675676
1429419760.jpg,68.4807692308
1429848565.jpg,67.8325688073
1430765461.jpg,52.8571428571
1431934782.jpg,64.1272321429
143394138.jpg,29.94375
1434258458.jpg,67.8608695652
143622689.jpg,62.7375
143643298.jpg,22.1449579832
143899204.jpg,44.8625
144272742.jpg,24.16875
1446670895.jpg,61.3326086957
145089144.jpg,19.425
145215893.jpg,10.14375
145517507.jpg,41.35625
1459611891.jpg,34.7236842105
1461013559.jpg,63.8881578947
1465282532.jpg,35.6941964286
1465706268.jpg,59.78125
1466864952.jpg,47.3169291339
146926363.jpg,27.638
1473138944.jpg,31.8050458716
147639760.jpg,47.40625
147783170.jpg,34.2079831933
1487386722.jpg,28.9459459459
14898266.jpg,38.7727272727
1490095554.jpg,55.0669642857
1492755190.jpg,60.2058823529
1494601659.jpg,31.0481651376
149795981.jpg,63.0483193277
149836125.jpg,46.756302521
149867784.jpg,72.8928571429
1500316824.jpg,72.0955882353
15012954.jpg,25.891025641
1511406857.jpg,74.9679487179
1513796016.jpg,70.1216216216
1516506386.jpg,66.786637931
1519242706.jpg,73.9430693069
1519650440.jpg,53.156779661
1527228794.jpg,25.3125
152780037.jpg,40.6554621849
1529757375.jpg,66.775
153557108.jpg,67.4159663866
153876946.jpg,52.9264705882
1539716347.jpg,37.9827586207
1540229828.jpg,72.9125
154270569.jpg,70.4772727273
1543375325.jpg,23.9474789916
1543929747.jpg,33.7203389831
154603426.jpg,64.0
154740129.jpg,45.084
155289213.jpg,48.0735294118
155365010.jpg,21.14375
155711788.jpg,13.16875
155797839.jpg,79.4096638655
1558503807.jpg,58.6728971963
156015117.jpg,62.0777310924
156117321.jpg,32.2668067227
1561250178.jpg,61.4191176471
1562015932.jpg,56.0233050847
156266461.jpg,41.0125
156451756.jpg,48.0735294118
1565882132.jpg,43.5878378378
1571972975.jpg,50.9004854369
1572596360.jpg,56.0252293578
1572804254.jpg,50.7844827586
1573719804.jpg,72.5
1576235224.jpg,28.9065217391
1580074951.jpg,67.5892857143
158100229.jpg,53.7584033613
159144665.jpg,74.15
159838722.jpg,74.9033613445
160123908.jpg,63.3949579832
16057476.jpg,41.6363636364
16079437.jpg,53.0868644068
160981911.jpg,64.25
160999577.jpg,30.5909090909
161483962.jpg,53.9375
161551525.jpg,42.86875
1626230781.jpg,15.2293577982
163208499.jpg,27.3181818182
1634910276.jpg,76.9
163666873.jpg,44.8151260504
163977327.jpg,22.38125
1646704912.jpg,59.7617924528
165074300.jpg,71.3676470588
16523804.jpg,42.1806722689
1654836945.jpg,48.4375
1663721615.jpg,15.4201680672
166528976.jpg,62.25625
1669800671.jpg,60.0878378378
1674951001.jpg,44.468487395
1679551869.jpg,67.1398305085
16799807.jpg,39.9030172414
1682888994.jpg,66.4934210526
1693839090.jpg,22.0669642857
169625095.jpg,43.9831932773
169779095.jpg,66.3125
1708787959.jpg,58.9579831933
171857013.jpg,48.9875
174715115.jpg,28.3151260504
1748861184.jpg,62.2457627119
175326787.jpg,35.2272727273
1755366250.jpg,14.7262931034
17606027.jpg,69.3863636364
176663631.jpg,66.1818181818
1777841357.jpg,55.7981651376
178403727.jpg,32.2125
1792473649.jpg,73.8516949153
1794888173.jpg,49.5911016949
1795186582.jpg,35.3378378378
1796317547.jpg,81.6077981651
1797683075.jpg,34.8897058824
1798554647.jpg,49.4048672566
1799451312.jpg,62.0945945946
1802306299.jpg,40.2236842105
1805206682.jpg,30.7876106195
1807195948.jpg,34.0
1809848435.jpg,24.7278761062
1812202754.jpg,78.4661016949
181220864.jpg,28.98125
1814122396.jpg,60.5128205128
1820291567.jpg,26.9978991597
18238731.jpg,21.1666666667
183156510.jpg,48.8361344538
18438855.jpg,74.6207627119
185458280.jpg,11.1911764706
186520031.jpg,60.8298319328
187485230.jpg,45.7163865546
187499391.jpg,46.8256302521
187640892.jpg,37.8181818182
1896792999.jpg,67.7783018868
189899579.jpg,45.825
1929087646.jpg,45.6470588235
19300996.jpg,23.4935897436
194278089.jpg,61.5
194369363.jpg,29.4625
1946326263.jpg,67.0736607143
1947195937.jpg,41.0818584071
19502065.jpg,5.08974358974
1966235400.jpg,68.7094594595
196734006.jpg,72.4768907563
1970440733.jpg,55.875
197324620.jpg,62.5630252101
1979184408.jpg,53.5200892857
198187235.jpg,60.1365546218
1987196687.jpg,23.6008403361
1988371580.jpg,68.4935344828
1990074154.jpg,82.4868421053
1990510796.jpg,64.4179389313
1992159390.jpg,72.4756637168
1993125888.jpg,53.5735294118
19943010.jpg,77.2605042017
1995190133.jpg,77.369266055
20079130.jpg,44.7179487179
200825729.jpg,67.06875
2017266.jpg,62.5953389831
2020522728.jpg,65.7747524752
202351926.jpg,74.6953781513
202551289.jpg,34.3466386555
2034844231.jpg,61.0630841121
2035975268.jpg,15.1428571429
203950866.jpg,72.7542016807
2041755502.jpg,74.1064356436
2044507520.jpg,80.26875
2047083409.jpg,47.536407767
20522527.jpg,64.6730769231
2053452455.jpg,62.0647321429
2054743275.jpg,54.625
2055589084.jpg,38.4806034483
205662428.jpg,36.6344537815
2058985902.jpg,40.4247787611
2059981058.jpg,58.75
2060529660.jpg,43.2456896552
206294085.jpg,26.9875
2063421762.jpg,34.8102678571
2063914625.jpg,44.3125
